service_id,dim_call_service_id,dim_language_id,dim_client_id
1000767,MEDI_CTR_Eng_None_ASBR,English,Medidata
1000768,MEDI_CTR_Spa_None_ASBR,Spanish,Medidata
1000769,SCLI_CTR_Eng_None_ASBR,English,S_Clinica
1000771,SCLI_CTR_Lng_None_Out,Undefined,S_Clinica
1000772,SERV_CTR_Eng_None_ASBR,English,Servier
1000773,SERV_CTR_Fre_None_ASBR,French,Servier
1000774,SERV_CTR_Lng_None_Out,Undefined,Servier
1000775,ARIS_CTR_Lng_None_Out,Undefined,ArisGlobal
1000776,WSP__CTR_Eng_StandardGeneralNAM_ASBR,English,Worldspan_EMEA
1000777,WSP__CTR_Eng_PlatinumGeneralNAM_ASBR,English,Worldspan_EMEA
1000779,WSP__CTR_Eng_SPNAM_ASBR,English,Worldspan_EMEA
1000780,WSP__CTR_Eng_ESDNAM_ASBR,English,Worldspan_EMEA
1000781,WSP__CTR_Eng_AFTH_ASBR,English,Worldspan_EMEA
1000782,TTSD_CTR_Lng_None_Out,Undefined,TTSD
1000783,PUR__CTR_Lng_None_Out,Undefined,Puratos
1000784,EURI_CTR_Lng_None_Out,Undefined,EURID
1000785,TAGS_CTR_Lng_None_OUT,Undefined,Tagsys_RFID
1000787,EOL__CTR_Lng_None_OUT,Undefined,AbbVie_EOL
1000789,CLS__CTR_Lng_None_Out,Undefined,CLS_ServiceDesk
1000790,CLS__CTR_Eng_None_ASBR,English,CLS_ServiceDesk
1000791,MSC__CTR_Eng_ServiceDesk_ASBR,English,MSC
1000792,MSC__CTR_Eng_Monitoring_ASBR,English,MSC
1000794,IBO__CTR_eng_DispatchSupport_ASBR,English,IBO
1000795,IBO__CTR_eng_IBCore_ASBR,English,IBO
1000796,IBO__CTR_Eng_VIP_ASBR,English,IBO
1000797,TAGS_CTR_Eng_EDISON_ASBR,English,Tagsys_RFID
1000798,TAGS_CTR_Eng_None_ASBR,English,Tagsys_RFID
1000799,TAGS_CTR_Fre_None_ASBR,French,Tagsys_RFID
1000800,TAGS_CTR_Ger_None_ASBR,German,Tagsys_RFID
1000801,EURI_ROU_Eng_None_ASBR,English,EURID
1000802,TTSD_CTR_Eng_None_ASBR,English,TTSD
1000803,TTSD_CTR_Eng_Vips_ASBR,English,TTSD
1000804,PUR__CTR_Dut_None_ASBR,Dutch,Puratos
1000805,PUR__CTR_Eng_None_ASBR,English,Puratos
1000806,PUR__CTR_Fre_None_ASBR,French,Puratos
1000807,PUR__CTR_Por_None_ASBR,Portuguese,Puratos
1000808,PUR__CTR_Spa_None_ASBR,Spanish,Puratos
1000809,TRH__CTR_Lng_None_Out,Undefined,Tudor_Reilly_Health
1000811,ARIS_CTR_Eng_None_ASBR,English,ArisGlobal
1000812,ARIS_CTR_Fre_None_ASBR,French,ArisGlobal
1000813,ARIS_CTR_Ger_None_ASBR,German,ArisGlobal
1000814,ARIS_CTR_Rum_None_ASBR,Romanian,ArisGlobal
1000815,ARIS_CTR_Rus_None_ASBR,Russian,ArisGlobal
1000816,ARIS_CTR_Spa_None_ASBR,Spanish,ArisGlobal
1000817,ARIS_CTR_Srp_None_ASBR,Serbian,ArisGlobal
1000818,ARIS_BGR_Eng_None_ASBR,English,ArisGlobal
1000820,ARIS_CTR_Eng_Afth_M31,English,ArisGlobal
1000821,ARIS_CTR_Fre_None_M31,French,ArisGlobal
1000822,ARIS_CTR_Ger_None_M31,German,ArisGlobal
1000823,ARIS_CTR_Rum_None_M31,Romanian,ArisGlobal
1000824,ARIS_CTR_Rus_None_M31,Russian,ArisGlobal
1000825,ARIS_CTR_Spa_None_M31,Spanish,ArisGlobal
1000826,ARIS_BGR_Bul_None_M31,Bulgarian,ArisGlobal
1000832,IBO__CTR_eng_None_M31,English,IBO
1000833,WSP__CHE_Lng_SEGM_M31,Undefined,Worldspan_EMEA
1000834,TAGS_CTR_Lng_None_M31,Undefined,Tagsys_RFID
1000835,TAGS_CTR_Eng_None_M31,English,Tagsys_RFID
1000836,PUR__CTR_Dut_None_M31,Dutch,Puratos
1000842,SAVE_CTR_Lng_None_Out,Undefined,sanofi_aventis
1000856,SAVE_HUN_Lng_None_M31,Undefined,sanofi_aventis
1000858,MEDI_CTR_Lng_None_Out,Undefined,Medidata
1000859,TRW__CTR_Eng_NoRec_ASBR,English,TRW_Global
1000867,CRFH_CTR_Lng_None_M31SRVY,Undefined,CRF_Health
1000871,EURI_ROU_Eng_None_M31,English,EURID
1000875,SPAS_CTR_Lng_Exernal_M31,Undefined,Sanofi_Pasteur
1000879,KHNZ_CTR_Eng_HypercareOVERFLOW_ASBR,English,Kraft_Heinz
1000880,RCPT_BEL_Lng_None_ASBR,Undefined,Reception_Brussels
1000882,WSP__CTR_Eng_StandardTechnicalNAM_ASBR,English,Worldspan_EMEA
1000883,WSP__CTR_Eng_PlatinumTechnicalNAM_ASBR,English,Worldspan_EMEA
1000884,WSP__CTR_Eng_SuperUserTechnical_ASBR,English,Worldspan_EMEA
1000885,WSP__CTR_Eng_InternalTechnical_ASBR,English,Worldspan_EMEA
1000886,Gali_CTR_Eng_Baltics_M31,English,Galileo_EMEA
1000887,CRFH_LUX_Lng_None_M31,Undefined,CRF_Health
1000888,CRFH_BEL_Lng_None_M31,Undefined,CRF_Health
1000889,LOCO_CTR_Eng_None_ASBR,English,Locomote
1000890,LOCO_CTR_Eng_None_M31,English,Locomote
1000891,LOCO_CTR_Lng_None_OUT,Undefined,Locomote
1000892,PMI__CTR_Gre_EMEA_ASBR,Greek,Philip_Morris
1000893,PMI__CTR_Gre_EMEA_M31,Greek,Philip_Morris
1000894,Gali_CTR_Eng_PlatinumManila_ASBR,English,Galileo_APAC
1000895,Gali_CTR_Eng_PlatinumShanghai_ASBR,English,Galileo_APAC
1000896,Gali_CTR_Eng_StandardManila_ASBR,English,Galileo_APAC
1000897,Gali_CTR_Eng_StandardShanghai_ASBR,English,Galileo_APAC
1000901,ARCN_CTR_Eng_None_ASBR,English,Arconic
1000902,ARCN_CTR_Lng_None_Out,Undefined,Arconic
1000903,ARCN_CTR_Fre_FreEng_ASBR,French,Arconic
1000904,ARCN_CTR_Ger_GerEng_ASBR,German,Arconic
1000905,ARCN_CTR_Hun_HunEng_ASBR,Hungarian,Arconic
1000906,ARCN_CTR_Ita_None_ASBR,Italian,Arconic
1000907,ARCN_CTR_Spa_SpaEng_ASBR,Spanish,Arconic
1000908,ARCN_CTR_Lng_External_M32,Undefined,Arconic
1000909,ARCN_CTR_Lng_External_IN1,Undefined,Arconic
1000910,ARCN_CHE_Lng_None_M31,Undefined,Arconic
1000910,SAVE_CTR_Lng_SweEng_M31,Undefined,sanofi_aventis
1000911,ARCN_CTR_Eng_None_M31,English,Arconic
1000912,ARCN_CTR_Fre_None_M31,French,Arconic
1000913,ARCN_CTR_Ger_None_M31,German,Arconic
1000914,ARCN_CTR_Hun_None_M31,Hungarian,Arconic
1000915,ARCN_CTR_Ita_None_M31,Italian,Arconic
1000916,ARCN_CTR_Spa_None_M31,Spanish,Arconic
1000919,PMI__CTR_Hun_EMEA_M31,Hungarian,Philip_Morris
1000920,PMI__CTR_Hun_EMEA_ASBR,Hungarian,Philip_Morris
1000921,AICU_USA_Eng_None_ASBR,English,AiCure
1000921,JDSD_CTR_Lng_None_Out,Undefined,John_Deere
1000923,TTSD_CTR_Lng_None_IM,Undefined,TTSD
1000924,REYD_CTR_Eng_None_ASBR,English,Reydel
1000925,REYD_CTR_Lng_None_M31,Undefined,Reydel
1000926,REYD_CTR_Lng_None_OUT,Undefined,Reydel
1000927,INVG_CTR_Lng_None_OUT,Undefined,Invengo
1000928,INVG_CTR_Eng_None_ASBR,English,Invengo
1000929,INVG_CTR_Fre_None_ASBR,French,Invengo
1000930,INVG_CTR_Eng_None_M31,English,Invengo
1000931,INVG_CTR_Fre_None_M31,French,Invengo
1000932,Gali_CTR_Spa_External_IN1,Spanish,Galileo_LATAM
1000936,NEXA_CTR_Lng_None_OUT,Undefined,Nexans_Service_Desk
1000937,NEXA_CTR_Eng_None_ASBR,English,Nexans_Service_Desk
1000938,NEXA_CTR_Fre_None_ASBR,French,Nexans_Service_Desk
1000939,NEXA_CTR_Eng_None_M31,English,Nexans_Service_Desk
1000940,NEXA_CTR_Fre_None_M31,French,Nexans_Service_Desk
1000942,CEVA_CTR_Eng_None_Chat,English,Ceva_Global_Service_Desk
1000943,CEVA_CTR_Eng_ToM3_Chat,English,Ceva_Global_Service_Desk
1000944,CEVA_CTR_Eng_None_M3Chat,English,Ceva_Global_Service_Desk
1000947,HYDR_CTR_Lng_OnCall_M31,Undefined,Hydro
1000949,ICON_CTR_Eng_None_ASBR,English,Icon
1000951,MIEL_CTR_Lng_None_M31,Undefined,Miele_and_Cie
1000952,CEVA_CTR_Lng_None_OUT,Undefined,Ceva_Global_Service_Desk
1000953,CEVA_CTR_Lng_None_M31,Undefined,Ceva_Global_Service_Desk
1000954,CEVA_CTR_Eng_None_ASBR,English,Ceva_Global_Service_Desk
1000955,MIEL_CTR_Lng_None_OUT,Undefined,Miele_and_Cie
1000956,MIEL_CTR_Eng_None_ASBR,English,Miele_and_Cie
1000957,MIEL_CTR_Ger_None_ASBR,German,Miele_and_Cie
1000958,PMI__CTR_Tur_EMEA_M31,Turkish,Philip_Morris
1000959,PMI__CTR_Tur_EMEA_ASBR,Turkish,Philip_Morris
1000960,MIEL_CTR_Ger_NoRecording_ASBR,German,Miele_and_Cie
1000961,MIEL_CTR_Eng_NoRecording_ASBR,English,Miele_and_Cie
1000963,KHNZ_CTR_Eng_LEGO_ASBR,English,Kraft_Heinz
1000965,NEXA_CTR_Ger_None_ASBR,German,Nexans_Service_Desk
1000966,NEXA_CTR_Ger_None_M31,German,Nexans_Service_Desk
1000967,AICU_CTR_Spa_None_ASBR,Spanish,AiCure
1000968,AICU_CTR_Spa_None_M31,Spanish,AiCure
1000976,CRFH_CTR_Dut_None_Chat,Dutch,CRF_Health
1000977,CRFH_CTR_Fre_None_Chat,French,CRF_Health
1000978,CRFH_CTR_Ger_None_Chat,German,CRF_Health
1000979,CRFH_CTR_Ita_None_Chat,Italian,CRF_Health
1000980,CRFH_CTR_Cze_None_Chat,Czech,CRF_Health
1000982,CRFH_CTR_Fin_None_Chat,Finnish,CRF_Health
1000983,CRFH_CTR_Pol_None_Chat,Polish,CRF_Health
1000984,CRFH_CTR_Por_None_Chat,Portuguese,CRF_Health
1000985,CRFH_CTR_Rum_None_Chat,Romanian,CRF_Health
1000986,CRFH_CTR_Rus_None_Chat,Russian,CRF_Health
1000987,CRFH_CTR_Spa_None_Chat,Spanish,CRF_Health
1000988,CRFH_CTR_Swe_None_Chat,Swedish,CRF_Health
1000990,TRW__CTR_Eng_Password_ASBR,English,TRW_Global
1000991,TRW__CTR_Ger_Password_ASBR,German,TRW_Global
1000992,TRW__CTR_Spa_Password_ASBR,Spanish,TRW_Global
1000993,CNHI_CTR_Dut_None_M31,Dutch,CNHI_EMEA
1000994,CNHI_CTR_Eng_None_M31,English,CNHI_EMEA
1000995,CNHI_CTR_Fre_None_M31,French,CNHI_EMEA
1000996,CNHI_CTR_Ger_None_M31,German,CNHI_EMEA
1000997,CNHI_CTR_Ita_None_M31,Italian,CNHI_EMEA
1000998,CNHI_CTR_Pol_None_M31,Polish,CNHI_EMEA
1000999,CNHI_CTR_Spa_None_M31,Spanish,CNHI_EMEA
1001000,CNHI_CTR_Dut_None_ASBR,Dutch,CNHI_EMEA
1001001,CNHI_CTR_Eng_None_ASBR,English,CNHI_EMEA
1001002,CNHI_CTR_Fre_None_ASBR,French,CNHI_EMEA
1001003,CNHI_CTR_Ger_None_ASBR,German,CNHI_EMEA
1001004,CNHI_CTR_Ita_None_ASBR,Italian,CNHI_EMEA
1001005,CNHI_CTR_Pol_None_ASBR,Polish,CNHI_EMEA
1001006,CNHI_CTR_Spa_None_ASBR,Spanish,CNHI_EMEA
1001007,CNHI_CTR_Lng_None_Out,Undefined,CNHI_EMEA
1001008,TRW__CTR_Eng_Test_ASBR,English,TRW_Global
1001009,TRW__CTR_Eng_Test_M31,English,TRW_Global
1001010,AMCE_CTR_Lng_None_OUT,Undefined,Amcor_EMEA
1001011,AMCE_CTR_Fre_None_ASBR,French,Amcor_EMEA
1001012,AMCE_CTR_Fre_NoRecording_ASBR,French,Amcor_EMEA
1001013,AMCE_CTR_Ger_None_ASBR,German,Amcor_EMEA
1001014,AMCE_CTR_Ger_NoRecording_ASBR,German,Amcor_EMEA
1001015,AMCE_CTR_Fre_None_M31,French,Amcor_EMEA
1001016,AMCE_CTR_Ger_None_M31,German,Amcor_EMEA
1001017,AMCE_CTR_Fre_VIP_ASBR,French,Amcor_EMEA
1001018,AMCE_CTR_Fre_VIPNoRecording_ASBR,French,Amcor_EMEA
1001019,AMCE_CTR_Ger_VIP_ASBR,German,Amcor_EMEA
1001020,AMCE_CTR_Ger_VIPNoRecording_ASBR,German,Amcor_EMEA
1001023,PMI__CTR_Lng_None_CHAT,Undefined,Philip_Morris
1001024,PMI__CTR_Eng_APAC_CHAT,English,Philip_Morris
1001026,Gali_AUT_Ger_SEGM_M31,German,Galileo_EMEA
1001027,CNHI_CTR_Eng_AFTH_ASBR,English,CNHI_EMEA
1001028,CNHI_CTR_Ita_AFTH_ASBR,Italian,CNHI_EMEA
1001030,CEVA_CTR_Eng_Outage_ASBR,English,Ceva_Global_Service_Desk
1001031,LIND_CTR_Eng_RNAO365_ASBR,English,LINDE
1001032,LIND_CTR_Spa_RNAO365_ASBR,Spanish,LINDE
1001033,LIND_CTR_Fre_RNAO365_ASBR,French,LINDE
1001034,LIND_CTR_Eng_RSPO365_ASBR,English,LINDE
1001042,CLRT_CTR_Eng_AFTH_ASBR,English,Clariant
1001042,TTSD_CTR_Lng_None_M31,Undefined,TTSD
1001043,PUR__CTR_Eng_None_M31,English,Puratos
1001045,MPRO_CTR_Eng_Pfizer_ASBR,English,mProve
1001045,PUR__CTR_Fre_None_M31,French,Puratos
1001047,MPRO_CTR_Eng_Pfizer_M31,English,mProve
1001050,MPRO_CTR_Lng_None_Out,Undefined,mProve
1001052,TRW__CTR_Eng_PasswordNoRec_ASBR,English,TRW_Global
1001054,PMI__CTR_Ita_EMEAiQOS_ASBR,Italian,Philip_Morris
1001056,MPRO_CTR_Eng_Roche_ASBR,English,mProve
1001058,MPRO_CTR_Eng_Roche_M31,English,mProve
1001061,MEDI_CTR_Fre_None_ASBR,French,Medidata
1001062,MEDI_CTR_Ger_None_ASBR,German,Medidata
1001063,MEDI_CTR_Ita_None_ASBR,Italian,Medidata
1001065,MEDI_CTR_Ger_None_M31,German,Medidata
1001066,MEDI_CTR_Ita_None_M31,Italian,Medidata
1001068,MEDI_CTR_Fre_None_M31,French,Medidata
1001069,GSK__CTR_Por_PorEngLATAMopt1CAV_ASBR,Portuguese,GSK_LATAM
1001070,GSK__CTR_Spa_SpaEngLATAMopt1CAV_ASBR,Spanish,GSK_LATAM
1001071,GSK__CTR_Por_LATAM_M30,Portuguese,GSK_LATAM
1001072,GSK__CTR_Spa_LATAM_M30,Spanish,GSK_LATAM
1001073,GSK__CTR_Spa_SpaEngLATAMopt2HSD_ASBR,Spanish,GSK_LATAM
1001074,GSK__CTR_Spa_SpaEngLATAMopt3OSLM_ASBR,Spanish,GSK_LATAM
1001075,GSK__CTR_Spa_SpaEngLATAMopt4Applications_ASBR,Spanish,GSK_LATAM
1001076,GSK__CTR_Spa_SpaEngLATAMopt5Apps_ASBR,Spanish,GSK_LATAM
1001077,GSK__CTR_Por_PorEngLATAMopt2HSD_ASBR,Portuguese,GSK_LATAM
1001078,GSK__CTR_Por_PorEngLATAMopt3OSLM_ASBR,Portuguese,GSK_LATAM
1001079,GSK__CTR_Por_PorEngLATAMopt4Applications_ASBR,Portuguese,GSK_LATAM
1001080,GSK__CTR_Por_PorEngLATAMopt5Apps_ASBR,Portuguese,GSK_LATAM
1001081,ALCB_CTR_Eng_DRP_ASBR,English,Alcoa_Bucharest
1001082,CRFH_CTR_Fre_EntraHealth_ASBR,French,CRF_Health
1001083,CRFH_CTR_Ger_EntraHealth_ASBR,German,CRF_Health
1001084,CRFH_CTR_Ita_EntraHealth_ASBR,Italian,CRF_Health
1001085,CRFH_CTR_Por_EntraHealth_ASBR,Portuguese,CRF_Health
1001086,CRFH_CTR_Rus_EntraHealth_ASBR,Russian,CRF_Health
1001087,CRFH_CTR_Spa_EntraHealth_ASBR,Spanish,CRF_Health
1001088,CRFH_CTR_Swe_EntraHealth_ASBR,Swedish,CRF_Health
1001094,ALCB_CTR_Lng_External_IN1,Undefined,Alcoa_Bucharest
1001096,CRFH_CTR_Fin_EntraHealth_ASBR,Finnish,CRF_Health
1001097,CRFH_CTR_Pol_EntraHealth_ASBR,Polish,CRF_Health
1001098,CRFH_CTR_Dut_EntraHealth_ASBR,Dutch,CRF_Health
1001099,CRFH_CTR_Cze_EntraHealth_ASBR,Czech,CRF_Health
1001100,GSK__CTR_Lng_None_Out,Undefined,GSK_LATAM
1001103,CRFH_CTR_Eng_EntraHealth_ASBR,English,CRF_Health
1001104,CRFH_CTR_Rum_EntraHealth_ASBR,Romanian,CRF_Health
1001110,LIND_CTR_Eng_None_IM,English,LINDE
1001111,LIND_CTR_Eng_None_M31IM,English,LINDE
1001113,CRFH_CTR_Eng_EntraHealthInterpreter_ASBR,English,CRF_Health
1001115,MEAV_CTR_Eng_None_IM,English,Medavante
1001116,MEAV_CTR_Eng_None_M31IM,English,Medavante
1001117,GSK__CTR_Ara_AraEngopt1CAV_ASBR,Arabic,GSK_Morocco
1001118,GSK__CTR_Ara_AraEngopt2HSD_ASBR,Arabic,GSK_Morocco
1001119,GSK__CTR_Ara_AraEngopt3OSLM_ASBR,Arabic,GSK_Morocco
1001120,GSK__CTR_Ara_AraEngopt4Applications_ASBR,Arabic,GSK_Morocco
1001121,ALCB_CTR_Lng_External_M32,Undefined,Alcoa_Bucharest
1001121,GSK__CTR_Ara_AraEngopt5Apps_ASBR,Arabic,GSK_Morocco
1001122,GSK__CTR_Fre_FreEngopt1CAV_ASBR,French,GSK_Morocco
1001123,GSK__CTR_Fre_FreEngopt2HSD_ASBR,French,GSK_Morocco
1001124,GSK__CTR_Fre_FreEngopt3OSLM_ASBR,French,GSK_Morocco
1001125,GSK__CTR_Fre_FreEngopt4Applications_ASBR,French,GSK_Morocco
1001126,GSK__CTR_Fre_FreEngopt5Apps_ASBR,French,GSK_Morocco
1001127,GSK__CTR_Eng_EMEAxITopt1CAV_ASBR,English,GSK_EMEA
1001128,GSK__CTR_Eng_EMEAxITopt2HSD_ASBR,English,GSK_EMEA
1001129,GSK__CTR_Eng_EMEAxITopt3OSLM_ASBR,English,GSK_EMEA
1001130,GSK__CTR_Eng_EMEAxITopt4Applications_ASBR,English,GSK_EMEA
1001131,GSK__CTR_Eng_EMEAxITopt5Apps_ASBR,English,GSK_EMEA
1001132,SLZR_CTR_Fre_None_ASBR,French,Sulzer_Service_Desk
1001133,SLZR_CTR_Fre_None_M31,French,Sulzer_Service_Desk
1001134,CLRT_CTR_Ger_Sulzbach_ASBR,German,Clariant
1001135,CLRT_CTR_Ger_SulzbachNoRecording_ASBR,German,Clariant
1001136,GSK__CTR_Eng_EMEAxFacilities_ASBR,English,GSK_EMEA
1001137,GSK__CTR_Eng_ManilaITopt1CAV_ASBR,English,GSK_Manila
1001138,GSK__CTR_Eng_ManilaITopt2HSD_ASBR,English,GSK_Manila
1001139,GSK__CTR_Eng_ManilaITopt3OSLM_ASBR,English,GSK_Manila
1001140,GSK__CTR_Eng_ManilaITopt4Applications_ASBR,English,GSK_Manila
1001141,GSK__CTR_Eng_ManilaITopt5Apps_ASBR,English,GSK_Manila
1001142,GSK__CTR_Eng_ManilaFacilities_ASBR,English,GSK_Manila
1001143,GSK__CTR_Eng_ExecutiveOpt1CAV_ASBR,English,GSK_EMEA
1001144,GSK__CTR_Eng_ExecutiveOpt2HSD_ASBR,English,GSK_EMEA
1001145,GSK__CTR_Eng_ExecutiveOpt3OSLM_ASBR,English,GSK_EMEA
1001146,GSK__CTR_Eng_ExecutiveOpt1TechMla_ASBR,English,GSK_Manila
1001147,GSK__CTR_Eng_ExecutiveOpt2FacilitiesMla_ASBR,English,GSK_EMEA
1001148,GSK__CTR_Ara_None_M30,Arabic,GSK_Morocco
1001149,GSK__CTR_Fre_None_M30,French,GSK_Morocco
1001150,GSK__CTR_Eng_None_M31,English,GSK_EMEA
1001151,MPRO_CTR_Pol_Pfizer_M31,Polish,mProve
1001152,MPRO_CTR_Fin_Pfizer_M31,Finnish,mProve
1001154,MPRO_CTR_Cze_Pfizer_M31,Czech,mProve
1001155,ALCB_CHE_Lng_None_M31,Undefined,Alcoa_Bucharest
1001155,MPRO_CTR_Cze_Pfizer_ASBR,Czech,mProve
1001156,MPRO_CTR_Fin_Pfizer_ASBR,Finnish,mProve
1001157,MPRO_CTR_Pol_Pfizer_ASBR,Polish,mProve
1001158,MPRO_CTR_Swe_Pfizer_ASBR,Swedish,mProve
1001159,MPRO_CTR_Eng_PfizerInterpreter_ASBR,English,mProve
1001160,CAMB_CTR_Lng_NorthAmerica_M31,Undefined,Cambridge_Cognition
1001161,MEAV_CTR_Eng_None_M31,English,Medavante
1001162,MEAV_CTR_Spa_None_M31,Spanish,Medavante
1001163,MEAV_CTR_Fre_None_M31,French,Medavante
1001164,MEAV_CTR_Ita_None_M31,Italian,Medavante
1001165,MEAV_CTR_Eng_None_ASBR,English,Medavante
1001166,MEAV_CTR_Spa_None_ASBR,Spanish,Medavante
1001167,MEAV_CTR_Fre_None_ASBR,French,Medavante
1001168,MEAV_CTR_Ita_None_ASBR,Italian,Medavante
1001169,MEAV_CTR_Lng_None_Out,Undefined,Medavante
1001170,SAVE_CAN_Eng_PatientSupport_ASBR,English,sanofi_aventis
1001171,SAVE_CAN_Fre_PatientSupportFreEng_ASBR,French,sanofi_aventis
1001172,YPRI_CTR_Eng_None_ASBR,English,Yprime
1001173,YPRI_CTR_Eng_Interpreter_ASBR,English,Yprime
1001174,YPRI_CTR_Fre_FreEng_ASBR,French,Yprime
1001175,YPRI_CTR_Ita_ItaEng_ASBR,Italian,Yprime
1001176,YPRI_CTR_Spa_SpaEng_ASBR,Spanish,Yprime
1001177,YPRI_CTR_Ger_GerEng_ASBR,German,Yprime
1001178,AICU_CTR_Lng_none_M31,Undefined,AiCure
1001179,RGRS_CTR_Eng_NoRecording_ASBR,English,Rogers
1001180,RGRS_CTR_Eng_None_ASBR,English,Rogers
1001181,RGRS_CTR_Lng_None_OUT,Undefined,Rogers
1001182,RGRS_CTR_Eng_None_M31,English,Rogers
1001183,JANA_CTR_Lng_AccountMgt_ASBR,Undefined,Janssen_AccountMgt
1001184,JANE_CTR_Eng_eMeds_ASBR,English,Janssen_iStep
1001185,JANE_CTR_Lng_eMeds_OUT,Undefined,Janssen_iStep
1001186,JANE_CTR_Lng_eMeds_M31,Undefined,Janssen_iStep
1001187,JANA_CTR_Lng_AccountMgt_M31,Undefined,Janssen_AccountMgt
1001188,JANE_CTR_Dut_eMeds_ASBR,Dutch,Janssen_iStep
1001189,JANA_CTR_Lng_AccountMgt_OUT,Undefined,Janssen_AccountMgt
1001190,LIND_CTR_Rum_RME_ASBR,Romanian,LINDE
1001191,LIND_CTR_Rum_RME_M31,Romanian,LINDE
1001192,YPRI_CTR_Eng_None_M31,English,Yprime
1001193,YPRI_CTR_Lng_EngCmnYue_M31,Undefined,Yprime
1001194,YPRI_CTR_Lng_EngCze_M31,Undefined,Yprime
1001195,YPRI_CTR_Lng_EngDut_M31,Undefined,Yprime
1001196,YPRI_CTR_Lng_EngHebAra_M31,Undefined,Yprime
1001197,YPRI_CTR_Lng_EngHin_M31,Undefined,Yprime
1001198,YPRI_CTR_Lng_EngJap_M31,Undefined,Yprime
1001199,YPRI_CTR_Lng_EngKor_M31,Undefined,Yprime
1001200,YPRI_CTR_Lng_EngPol_M31,Undefined,Yprime
1001201,YPRI_CTR_Lng_EngRus_M31,Undefined,Yprime
1001202,YPRI_CTR_Lng_EngSpa_M31,Undefined,Yprime
1001203,YPRI_CTR_Lng_FreEng_M31,Undefined,Yprime
1001204,YPRI_CTR_Lng_FreEngGerDut_M31,Undefined,Yprime
1001205,YPRI_CTR_Lng_GerEng_M31,Undefined,Yprime
1001206,YPRI_CTR_Lng_GerFreItaEng_M31,Undefined,Yprime
1001207,YPRI_CTR_Lng_ItaEng_M31,Undefined,Yprime
1001208,YPRI_CTR_Lng_SpaEng_M31,Undefined,Yprime
1001210,YPRI_CTR_Lng_None_Out,Undefined,Yprime
1001211,MEDI_CTR_Lng_none_M31,Undefined,Medidata
1001212,YPRI_CTR_Lng_None_M31SRVY,Undefined,Yprime
1001219,MPRO_CTR_Fre_RocheFreEng_ASBR,French,mProve
1001220,MPRO_CTR_Ger_RocheGerEng_ASBR,German,mProve
1001221,MPRO_CTR_Ita_RocheItaEng_ASBR,Italian,mProve
1001222,MPRO_CTR_Rum_RocheRumEng_ASBR,Romanian,mProve
1001223,MPRO_CTR_Spa_RocheSpaEng_ASBR,Spanish,mProve
1001224,MPRO_CTR_Eng_RocheInterpreter_ASBR,English,mProve
1001231,MPRO_CTR_Fre_Roche_M31,French,mProve
1001232,MPRO_CTR_Ger_Roche_M31,German,mProve
1001233,MPRO_CTR_ITA_Roche_M31,Italian,mProve
1001235,MPRO_CTR_Spa_Roche_M31,Spanish,mProve
1001236,MPRO_CTR_Eng_RocheInterpreter_M31,English,mProve
1001237,GSK__CTR_Ger_None_M30,German,GSK_EMEA
1001238,GSK__CTR_Ger_GerEngopt1CAV_ASBR,German,GSK_EMEA
1001239,GSK__CTR_Ger_GerEngopt2HSD_ASBR,German,GSK_EMEA
1001240,GSK__CTR_Ger_GerEngopt3OSLM_ASBR,German,GSK_EMEA
1001241,GSK__CTR_Ger_GerEngopt4Applications_ASBR,German,GSK_EMEA
1001242,GSK__CTR_Ger_GerEngopt5Apps_ASBR,German,GSK_EMEA
1001243,GSK__CTR_Gre_GreEngopt1CAV_ASBR,Greek,GSK_EMEA
1001244,GSK__CTR_Gre_GreEngopt2HSD_ASBR,Greek,GSK_EMEA
1001245,GSK__CTR_Gre_GreEngopt3OSLM_ASBR,Greek,GSK_EMEA
1001246,GSK__CTR_Gre_GreEngopt4Applications_ASBR,Greek,GSK_EMEA
1001247,GSK__CTR_Gre_GreEngopt5Apps_ASBR,Greek,GSK_EMEA
1001248,GSK__CTR_Gre_None_M30,Greek,GSK_EMEA
1001249,GSK__CTR_Ita_None_M30,Italian,GSK_EMEA
1001250,GSK__CTR_Ita_ItaEngopt1CAV_ASBR,Italian,GSK_EMEA
1001251,GSK__CTR_Ita_ItaEngopt2HSD_ASBR,Italian,GSK_EMEA
1001252,GSK__CTR_Ita_ItaEngopt3OSLM_ASBR,Italian,GSK_EMEA
1001253,GSK__CTR_Ita_ItaEngopt4Applications_ASBR,Italian,GSK_EMEA
1001254,GSK__CTR_Ita_ItaEngopt5Apps_ASBR,Italian,GSK_EMEA
1001255,GSK__CTR_Pol_PolEngopt1CAV_ASBR,Polish,GSK_EMEA
1001256,GSK__CTR_Pol_PolEngopt2HSD_ASBR,Polish,GSK_EMEA
1001257,GSK__CTR_Pol_PolEngopt3OSLM_ASBR,Polish,GSK_EMEA
1001258,GSK__CTR_Pol_PolEngopt4Applications_ASBR,Polish,GSK_EMEA
1001259,GSK__CTR_Pol_PolEngopt5Apps_ASBR,Polish,GSK_EMEA
1001260,GSK__CTR_Rus_RusEngopt1CAV_ASBR,Russian,GSK_EMEA
1001261,GSK__CTR_Rus_RusEngopt2HSD_ASBR,Russian,GSK_EMEA
1001262,GSK__CTR_Rus_RusEngopt3OSLM_ASBR,Russian,GSK_EMEA
